Generated by Rfunction:  Gera.mw41.edt.skewT.func2 
============> Radisonde_info:
RS_type:        RS41-SGP
RS_config:      -32768
RS_serialnum:   X1422247
RS_freq:        405
RS__windtype:   ccGPS
=============> Station_info:
Station:        HUBV_RS41SGP
Latitude:       39.0563
Longitude:      -76.8755
Altitude:       52.3
SW version:     MW41 2.15.0
Start time:     2025-06-23 06:45:05
=============> Variables & units - Vaisala EDT
NA_numeric value:  -9999
NA_string:  xx or NA
-----------------------------
	  Variable       Unit
	      time        sec
	        xx         NA
	        Ta          K
	        RH          %
	   v(S->N)        m/s
	   u(E->W)        m/s
	    Height          m
	     press        hPa
	        Td          K
	        MR       g/Kg
	        DD        dgr
	        FF        m/s
	Ascend_FLG  (0-N,1-Y)
	        xx         NA
	        xx         NA
	       Lon        dgr
	       Lat        dgr
	        xx         NA
	        xx         NA
	        xx         NA
=============> Data:
6978.59  -9999.    231.45     0.71     -3.82    -18.34      30639.1     11.26    192.94     0.06      78.25     18.74 1  -9999.  -9999.   -77.1605    38.6278  -9999.  -9999.  -9999.
6979.59  -9999.    231.44     0.71     -3.81    -18.40      30645.7     11.25    192.93     0.06      78.29     18.79 1  -9999.  -9999.   -77.1607    38.6278  -9999.  -9999.  -9999.
6980.59  -9999.    231.43     0.71     -3.81    -18.45      30652.2     11.24    192.92     0.06      78.33     18.84 1  -9999.  -9999.   -77.1609    38.6278  -9999.  -9999.  -9999.
6981.59  -9999.    231.42     0.71     -3.80    -18.50      30658.8     11.24    192.91     0.06      78.38     18.88 1  -9999.  -9999.   -77.1611    38.6278  -9999.  -9999.  -9999.
6982.59  -9999.    231.41     0.71     -3.79    -18.53      30661.8     11.23    192.90     0.06      78.44     18.92 1  -9999.  -9999.   -77.1613    38.6278  -9999.  -9999.  -9999.
6983.59  -9999.    231.40     0.71     -3.78    -18.57      30664.9     11.22    192.89     0.06      78.50     18.95 1  -9999.  -9999.   -77.1615    38.6278  -9999.  -9999.  -9999.
6984.59  -9999.    231.40     0.71     -3.76    -18.59      30667.9     11.21    192.88     0.06      78.56     18.97 1  -9999.  -9999.   -77.1617    38.6278  -9999.  -9999.  -9999.
6985.59  -9999.    231.40     0.71     -3.74    -18.61      30671.0     11.21    192.88     0.06      78.63     18.99 1  -9999.  -9999.   -77.1620    38.6278  -9999.  -9999.  -9999.
6986.59  -9999.    231.41     0.71     -3.72    -18.63      30672.6     11.20    192.88     0.06      78.70     19.00 1  -9999.  -9999.   -77.1622    38.6278  -9999.  -9999.  -9999.
6987.59  -9999.    231.43     0.70     -3.70    -18.64      30679.5     11.19    192.89     0.06      78.76     19.00 1  -9999.  -9999.   -77.1624    38.6278  -9999.  -9999.  -9999.
6988.59  -9999.    231.44     0.70     -3.68    -18.64      30686.5     11.19    192.88     0.06      78.83     19.00 1  -9999.  -9999.   -77.1627    38.6277  -9999.  -9999.  -9999.
6989.59  -9999.    231.44     0.70     -3.66    -18.64      30693.4     11.18    192.88     0.06      78.90     18.99 1  -9999.  -9999.   -77.1629    38.6277  -9999.  -9999.  -9999.
6990.59  -9999.    231.44     0.70     -3.63    -18.62      30693.4     11.17    192.86     0.06      78.97     18.97 1  -9999.  -9999.   -77.1631    38.6276  -9999.  -9999.  -9999.
6991.59  -9999.    231.45     0.70     -3.61    -18.61      30699.8     11.16    192.86     0.06      79.03     18.95 1  -9999.  -9999.   -77.1634    38.6276  -9999.  -9999.  -9999.
6992.59  -9999.    231.47     0.70     -3.58    -18.58      30704.6     11.15    192.86     0.06      79.09     18.92 1  -9999.  -9999.   -77.1636    38.6275  -9999.  -9999.  -9999.
6993.59  -9999.    231.48     0.70     -3.56    -18.55      30709.4     11.15    192.85     0.06      79.14     18.89 1  -9999.  -9999.   -77.1639    38.6274  -9999.  -9999.  -9999.
6994.59  -9999.    231.51     0.70     -3.54    -18.52      30714.1     11.14    192.86     0.06      79.19     18.85 1  -9999.  -9999.   -77.1641    38.6273  -9999.  -9999.  -9999.
6995.59  -9999.    231.54     0.69     -3.51    -18.48      30718.9     11.13    192.86     0.06      79.24     18.81 1  -9999.  -9999.   -77.1644    38.6273  -9999.  -9999.  -9999.
6996.59  -9999.    231.61     0.69     -3.49    -18.44      30723.9     11.12    192.90     0.06      79.29     18.76 1  -9999.  -9999.   -77.1646    38.6273  -9999.  -9999.  -9999.
6997.59  -9999.    231.68     0.69     -3.46    -18.39      30728.9     11.12    192.93     0.06      79.33     18.71 1  -9999.  -9999.   -77.1648    38.6273  -9999.  -9999.  -9999.
6998.59  -9999.    231.73     0.69     -3.44    -18.33      30733.9     11.11    192.94     0.06      79.37     18.65 1  -9999.  -9999.   -77.1650    38.6273  -9999.  -9999.  -9999.
6999.59  -9999.    231.77     0.69     -3.41    -18.26      30738.9     11.10    192.96     0.06      79.41     18.57 1  -9999.  -9999.   -77.1652    38.6273  -9999.  -9999.  -9999.
7000.59  -9999.    231.80     0.69     -3.39    -18.17      30738.9     11.09    192.96     0.06      79.44     18.49 1  -9999.  -9999.   -77.1654    38.6273  -9999.  -9999.  -9999.
7001.59  -9999.    231.83     0.68     -3.37    -18.08      30743.0     11.09    192.97     0.06      79.45     18.39 1  -9999.  -9999.   -77.1656    38.6273  -9999.  -9999.  -9999.
7002.59  -9999.    231.89     0.68     -3.35    -17.98      30749.1     11.08    193.00     0.06      79.46     18.29 1  -9999.  -9999.   -77.1658    38.6273  -9999.  -9999.  -9999.
7003.59  -9999.    231.96     0.68     -3.33    -17.88      30750.7     11.07    193.03     0.06      79.46     18.19 1  -9999.  -9999.   -77.1660    38.6272  -9999.  -9999.  -9999.
7004.59  -9999.    232.02     0.68     -3.31    -17.78      30762.9     11.07    193.06     0.06      79.45     18.08 1  -9999.  -9999.   -77.1662    38.6271  -9999.  -9999.  -9999.
7005.59  -9999.    232.08     0.68     -3.30    -17.67      30763.8     11.06    193.08     0.06      79.43     17.97 1  -9999.  -9999.   -77.1664    38.6270  -9999.  -9999.  -9999.
7006.59  -9999.    232.13     0.68     -3.28    -17.55      30775.1     11.05    193.11     0.06      79.42     17.86 1  -9999.  -9999.   -77.1666    38.6270  -9999.  -9999.  -9999.
7007.59  -9999.    232.17     0.68     -3.26    -17.44      30771.6     11.05    193.12     0.06      79.41     17.74 1  -9999.  -9999.   -77.1668    38.6270  -9999.  -9999.  -9999.
7008.59  -9999.    232.20     0.68     -3.24    -17.33      30770.2     11.04    193.13     0.06      79.40     17.63 1  -9999.  -9999.   -77.1671    38.6270  -9999.  -9999.  -9999.
7009.59  -9999.    232.22     0.67     -3.22    -17.23      30777.0     11.03    193.14     0.06      79.40     17.52 1  -9999.  -9999.   -77.1673    38.6270  -9999.  -9999.  -9999.
7010.59  -9999.    232.24     0.67     -3.21    -17.14      30779.3     11.03    193.14     0.06      79.40     17.43 1  -9999.  -9999.   -77.1675    38.6270  -9999.  -9999.  -9999.
7011.59  -9999.    232.25     0.67     -3.19    -17.05      30781.6     11.02    193.15     0.06      79.40     17.35 1  -9999.  -9999.   -77.1677    38.6271  -9999.  -9999.  -9999.
7012.59  -9999.    232.26     0.67     -3.17    -16.97      30783.9     11.01    193.15     0.07      79.41     17.26 1  -9999.  -9999.   -77.1678    38.6271  -9999.  -9999.  -9999.
7013.59  -9999.    232.25     0.67     -3.15    -16.88      30801.5     11.00    193.14     0.06      79.42     17.17 1  -9999.  -9999.   -77.1680    38.6270  -9999.  -9999.  -9999.
7014.59  -9999.    232.26     0.67     -3.13    -16.78      30813.1     10.99    193.14     0.06      79.44     17.07 1  -9999.  -9999.   -77.1682    38.6270  -9999.  -9999.  -9999.
7015.59  -9999.    232.26     0.67     -3.10    -16.69      30818.9     10.98    193.14     0.07      79.47     16.97 1  -9999.  -9999.   -77.1684    38.6269  -9999.  -9999.  -9999.
7016.59  -9999.    232.27     0.67     -3.07    -16.60      30816.8     10.97    193.15     0.07      79.51     16.88 1  -9999.  -9999.   -77.1685    38.6268  -9999.  -9999.  -9999.
7017.59  -9999.    232.29     0.67     -3.04    -16.52      30817.2     10.96    193.16     0.07      79.58     16.79 1  -9999.  -9999.   -77.1687    38.6267  -9999.  -9999.  -9999.
7018.59  -9999.    232.29     0.67     -3.00    -16.45      30826.7     10.95    193.15     0.07      79.65     16.72 1  -9999.  -9999.   -77.1689    38.6267  -9999.  -9999.  -9999.
7019.59  -9999.    232.28     0.67     -2.97    -16.38      30831.3     10.94    193.15     0.07      79.74     16.65 1  -9999.  -9999.   -77.1691    38.6267  -9999.  -9999.  -9999.
7020.59  -9999.    232.28     0.67     -2.93    -16.33      30839.9     10.93    193.14     0.07      79.83     16.59 1  -9999.  -9999.   -77.1693    38.6268  -9999.  -9999.  -9999.
7021.59  -9999.    232.27     0.67     -2.89    -16.29      30848.5     10.93    193.14     0.07      79.92     16.55 1  -9999.  -9999.   -77.1695    38.6268  -9999.  -9999.  -9999.
7022.59  -9999.    232.27     0.67     -2.86    -16.26      30857.1     10.92    193.14     0.07      80.03     16.50 1  -9999.  -9999.   -77.1696    38.6268  -9999.  -9999.  -9999.
7023.59  -9999.    232.26     0.67     -2.81    -16.23      30865.8     10.91    193.13     0.07      80.16     16.47 1  -9999.  -9999.   -77.1698    38.6268  -9999.  -9999.  -9999.
7024.59  -9999.    232.25     0.67     -2.76    -16.20      30851.9     10.90    193.13     0.07      80.31     16.43 1  -9999.  -9999.   -77.1700    38.6268  -9999.  -9999.  -9999.
7025.59  -9999.    232.24     0.67     -2.71    -16.18      30863.0     10.90    193.12     0.07      80.48     16.40 1  -9999.  -9999.   -77.1702    38.6267  -9999.  -9999.  -9999.
7026.59  -9999.    232.25     0.67     -2.66    -16.17      30863.0     10.89    193.12     0.07      80.66     16.38 1  -9999.  -9999.   -77.1703    38.6267  -9999.  -9999.  -9999.
7027.59  -9999.    232.25     0.67     -2.61    -16.17      30868.8     10.89    193.13     0.07      80.84     16.37 1  -9999.  -9999.   -77.1705    38.6266  -9999.  -9999.  -9999.
7028.59  -9999.    232.26     0.67     -2.56    -16.18      30870.7     10.88    193.13     0.07      81.02     16.38 1  -9999.  -9999.   -77.1707    38.6265  -9999.  -9999.  -9999.
7029.59  -9999.    232.27     0.67     -2.51    -16.20      30878.4     10.87    193.13     0.07      81.20     16.39 1  -9999.  -9999.   -77.1709    38.6265  -9999.  -9999.  -9999.
7030.59  -9999.    232.28     0.67     -2.46    -16.23      30886.9     10.87    193.14     0.07      81.37     16.41 1  -9999.  -9999.   -77.1711    38.6265  -9999.  -9999.  -9999.
7031.59  -9999.    232.30     0.67     -2.42    -16.26      30894.1     10.86    193.15     0.07      81.54     16.44 1  -9999.  -9999.   -77.1713    38.6266  -9999.  -9999.  -9999.
7032.59  -9999.    232.31     0.67     -2.38    -16.31      30880.2     10.85    193.15     0.07      81.69     16.48 1  -9999.  -9999.   -77.1714    38.6266  -9999.  -9999.  -9999.
7033.59  -9999.    232.33     0.67     -2.35    -16.36      30892.8     10.85    193.16     0.07      81.84     16.53 1  -9999.  -9999.   -77.1716    38.6267  -9999.  -9999.  -9999.
7034.59  -9999.    232.37     0.67     -2.31    -16.42      30898.0     10.84    193.19     0.07      81.98     16.58 1  -9999.  -9999.   -77.1717    38.6267  -9999.  -9999.  -9999.
7035.59  -9999.    232.41     0.67     -2.29    -16.49      30906.8     10.83    193.21     0.07      82.10     16.65 1  -9999.  -9999.   -77.1719    38.6266  -9999.  -9999.  -9999.
7036.59  -9999.    232.44     0.67     -2.26    -16.56      30913.9     10.82    193.23     0.07      82.22     16.72 1  -9999.  -9999.   -77.1722    38.6266  -9999.  -9999.  -9999.
7037.59  -9999.    232.47     0.67     -2.25    -16.64      30914.4     10.81    193.25     0.07      82.31     16.79 1  -9999.  -9999.   -77.1724    38.6265  -9999.  -9999.  -9999.
7038.59  -9999.    232.51     0.67     -2.24    -16.73      30909.8     10.81    193.27     0.07      82.39     16.88 1  -9999.  -9999.   -77.1726    38.6264  -9999.  -9999.  -9999.
7039.59  -9999.    232.59     0.67     -2.23    -16.83      30934.5     10.80    193.32     0.07      82.45     16.97 1  -9999.  -9999.   -77.1728    38.6264  -9999.  -9999.  -9999.
7040.59  -9999.    232.65     0.67     -2.24    -16.93      30937.9     10.79    193.36     0.07      82.48     17.07 1  -9999.  -9999.   -77.1730    38.6264  -9999.  -9999.  -9999.
7041.59  -9999.    232.69     0.67     -2.25    -17.03      30924.7     10.79    193.38     0.07      82.49     17.18 1  -9999.  -9999.   -77.1731    38.6264  -9999.  -9999.  -9999.
7042.59  -9999.    232.70     0.67     -2.26    -17.14      30939.0     10.78    193.38     0.07      82.49     17.29 1  -9999.  -9999.   -77.1733    38.6264  -9999.  -9999.  -9999.
7043.59  -9999.    232.69     0.67     -2.28    -17.25      30937.8     10.77    193.37     0.07      82.48     17.40 1  -9999.  -9999.   -77.1735    38.6264  -9999.  -9999.  -9999.
7044.59  -9999.    232.67     0.67     -2.30    -17.37      30939.2     10.77    193.36     0.07      82.46     17.52 1  -9999.  -9999.   -77.1736    38.6264  -9999.  -9999.  -9999.
7045.59  -9999.    232.67     0.67     -2.32    -17.48      30944.2     10.76    193.35     0.07      82.45     17.64 1  -9999.  -9999.   -77.1738    38.6264  -9999.  -9999.  -9999.
7046.59  -9999.    232.65     0.66     -2.34    -17.60      30957.1     10.75    193.33     0.07      82.42     17.76 1  -9999.  -9999.   -77.1741    38.6264  -9999.  -9999.  -9999.
7047.59  -9999.    232.63     0.66     -2.37    -17.73      30967.4     10.75    193.31     0.07      82.39     17.88 1  -9999.  -9999.   -77.1743    38.6263  -9999.  -9999.  -9999.
7048.59  -9999.    232.62     0.66     -2.40    -17.85      30955.7     10.74    193.30     0.07      82.36     18.01 1  -9999.  -9999.   -77.1746    38.6263  -9999.  -9999.  -9999.
7049.59  -9999.    232.61     0.66     -2.43    -17.98      30968.2     10.73    193.29     0.07      82.31     18.15 1  -9999.  -9999.   -77.1748    38.6262  -9999.  -9999.  -9999.
7050.59  -9999.    232.60     0.66     -2.46    -18.11      30966.4     10.72    193.28     0.07      82.25     18.28 1  -9999.  -9999.   -77.1750    38.6262  -9999.  -9999.  -9999.
7051.59  -9999.    232.59     0.66     -2.50    -18.24      30986.2     10.72    193.27     0.07      82.19     18.41 1  -9999.  -9999.   -77.1752    38.6262  -9999.  -9999.  -9999.
7052.59  -9999.    232.59     0.66     -2.54    -18.37      30980.5     10.71    193.27     0.07      82.13     18.55 1  -9999.  -9999.   -77.1754    38.6262  -9999.  -9999.  -9999.
7053.59  -9999.    232.59     0.66     -2.58    -18.50      30989.6     10.70    193.26     0.07      82.07     18.68 1  -9999.  -9999.   -77.1756    38.6262  -9999.  -9999.  -9999.
7054.59  -9999.    232.58     0.66     -2.61    -18.63      30985.7     10.70    193.25     0.07      82.03     18.82 1  -9999.  -9999.   -77.1757    38.6262  -9999.  -9999.  -9999.
7055.59  -9999.    232.59     0.66     -2.64    -18.76      30984.0     10.69    193.25     0.07      81.98     18.95 1  -9999.  -9999.   -77.1759    38.6262  -9999.  -9999.  -9999.
7056.59  -9999.    232.61     0.66     -2.68    -18.90      30994.8     10.68    193.27     0.07      81.94     19.08 1  -9999.  -9999.   -77.1761    38.6262  -9999.  -9999.  -9999.
7057.59  -9999.    232.63     0.66     -2.71    -19.03      31013.4     10.67    193.27     0.07      81.90     19.22 1  -9999.  -9999.   -77.1763    38.6261  -9999.  -9999.  -9999.
7058.59  -9999.    232.66     0.66     -2.75    -19.16      31002.9     10.67    193.28     0.07      81.85     19.35 1  -9999.  -9999.   -77.1766    38.6261  -9999.  -9999.  -9999.
7059.59  -9999.    232.68     0.66     -2.78    -19.29      31013.2     10.66    193.30     0.07      81.79     19.49 1  -9999.  -9999.   -77.1769    38.6260  -9999.  -9999.  -9999.
7060.59  -9999.    232.72     0.66     -2.83    -19.42      31019.4     10.65    193.32     0.07      81.72     19.62 1  -9999.  -9999.   -77.1772    38.6259  -9999.  -9999.  -9999.
7061.59  -9999.    232.76     0.66     -2.87    -19.55      31029.1     10.64    193.34     0.07      81.64     19.76 1  -9999.  -9999.   -77.1774    38.6259  -9999.  -9999.  -9999.
7062.59  -9999.    232.80     0.66     -2.92    -19.67      31036.2     10.63    193.36     0.07      81.56     19.89 1  -9999.  -9999.   -77.1776    38.6259  -9999.  -9999.  -9999.
7063.59  -9999.    232.85     0.66     -2.97    -19.80      31034.0     10.62    193.39     0.07      81.48     20.02 1  -9999.  -9999.   -77.1778    38.6259  -9999.  -9999.  -9999.
7064.59  -9999.    232.90     0.66     -3.01    -19.93      31040.4     10.62    193.42     0.07      81.40     20.15 1  -9999.  -9999.   -77.1780    38.6259  -9999.  -9999.  -9999.
7065.59  -9999.    232.96     0.66     -3.06    -20.05      31050.1     10.61    193.45     0.07      81.32     20.28 1  -9999.  -9999.   -77.1782    38.6259  -9999.  -9999.  -9999.
7066.59  -9999.    233.02     0.66     -3.11    -20.17      31047.4     10.60    193.49     0.07      81.24     20.41 1  -9999.  -9999.   -77.1784    38.6259  -9999.  -9999.  -9999.
7067.59  -9999.    233.07     0.65     -3.16    -20.29      31048.5     10.60    193.52     0.07      81.15     20.54 1  -9999.  -9999.   -77.1786    38.6259  -9999.  -9999.  -9999.
7068.59  -9999.    233.11     0.65     -3.21    -20.41      31053.8     10.59    193.54     0.07      81.06     20.66 1  -9999.  -9999.   -77.1788    38.6259  -9999.  -9999.  -9999.
7069.59  -9999.    233.15     0.65     -3.27    -20.53      31063.4     10.58    193.56     0.07      80.95     20.79 1  -9999.  -9999.   -77.1791    38.6258  -9999.  -9999.  -9999.
7070.59  -9999.    233.16     0.65     -3.33    -20.64      31060.2     10.58    193.56     0.07      80.83     20.91 1  -9999.  -9999.   -77.1794    38.6257  -9999.  -9999.  -9999.
7071.59  -9999.    233.15     0.65     -3.40    -20.75      31076.4     10.57    193.55     0.07      80.71     21.03 1  -9999.  -9999.   -77.1797    38.6257  -9999.  -9999.  -9999.
7072.59  -9999.    233.13     0.65     -3.46    -20.87      31079.5     10.56    193.53     0.07      80.58     21.15 1  -9999.  -9999.   -77.1800    38.6256  -9999.  -9999.  -9999.
7073.59  -9999.    233.11     0.65     -3.53    -20.98      31077.5     10.55    193.51     0.07      80.44     21.27 1  -9999.  -9999.   -77.1802    38.6256  -9999.  -9999.  -9999.
7074.59  -9999.    233.08     0.65     -3.60    -21.09      31081.9     10.55    193.50     0.07      80.30     21.39 1  -9999.  -9999.   -77.1804    38.6256  -9999.  -9999.  -9999.
7075.59  -9999.    233.07     0.65     -3.67    -21.19      31092.9     10.54    193.48     0.07      80.16     21.51 1  -9999.  -9999.   -77.1806    38.6256  -9999.  -9999.  -9999.
7076.59  -9999.    233.05     0.65     -3.74    -21.29      31090.8     10.53    193.47     0.07      80.03     21.62 1  -9999.  -9999.   -77.1808    38.6256  -9999.  -9999.  -9999.
7077.59  -9999.    233.06     0.65     -3.81    -21.38      31103.8     10.52    193.48     0.07      79.90     21.72 1  -9999.  -9999.   -77.1810    38.6256  -9999.  -9999.  -9999.
